ID,text,target,label
ynat-v1_train_01980,게시판 ;로골퍼 박민m 필승UWS 펀드 1`,1,unnatural
ynat-v1_train_01987,G창 k천K 진입도로 .방도 승격…국P 50V억 지원 4차로 8장,3,unnatural
ynat-v1_train_01994,미세먼지 싫어N,0,natural
ynat-v1_train_02006,삼성9#오 감리위 W성'산·제일<xo합병 연관성도 다X다,5,unnatural
ynat-v1_train_02019,?별재난8@ .주[괴산·천안 전파사용료l감면,3,unnatural
ynat-v1_train_02032,"확진 속출F부산 사하구B모든 학교 이틀간 RV수업3q7""교 대3",3,unnatural
ynat-v1_train_02035,호(대o김6현/총장Wv임…구성원 단합으로 위기 `복,3,unnatural
ynat-v1_train_02042,충북.e7D년제 대학 @록금 H21만원…전국 평균 웃돌아,3,unnatural
ynat-v1_train_02044,메디 ca 마kZ…;희진 메디 V리그 다른 j 안-,1,unnatural
ynat-v1_train_02060,한_ 고기 2㎏으로 성난O민심 :정될까I이란X신속한 유화W,6,unnatural
ynat-v1_train_02065,갤노트7 \i 7 M 사장단회의…사장단 침w,4,unnatural
ynat-v1_train_02067,직통령 펭수 UAR로 만난다…3D 영상·입체 스티커 나와,3,natural
ynat-v1_train_02069,항생제 생산 유전자 단백질 될 때 버퍼링 걸린다,5,natural
ynat-v1_train_02076,"연구실 안D 산업 육성해""yL한 연구L 만8다",3,unnatural
ynat-v1_train_02085,류현J MLf 첫 올 uLBo팀서 두 번째 팀 선발투.A.,1,unnatural
ynat-v1_train_02086,구글J%Ii진단은 의사_|& 못한다…X단 보조0역할,4,unnatural
ynat-v1_train_02096,黃 단식중단w도 패스트$랙|대치 @속…靑감찰의혹 공L 가열,3,unnatural
ynat-v1_train_02128,조경태 단수y천공천 확3L새누리h예비w보·당원 j발,2,unnatural
ynat-v1_train_02142,터키 화2 우세 vb워 쿠르드 ?|T민간인 피o 커져종합2보,6,unnatural
ynat-v1_train_02143,셧다q에 줄T3 W리…방H2도 코로나 직격w,3,unnatural
ynat-v1_train_02154,I &안a\+상회의는 반공화국 핵소동 모의판 n난,2,unnatural
ynat-v1_train_02156,나스닥 c6M폭락!6개월만에I최C폭 하락종합,5,unnatural
ynat-v1_train_02165,프랑스 노딜 브렉시0 대>_본u화,6,unnatural
ynat-v1_train_02168,"더민주·정의당P당 차원 ""대 난0WM천에서만D연대합의",2,unnatural
ynat-v1_train_02173,부산H첫 `름다. 자성고20K철거작업 완c,3,unnatural
ynat-v1_train_02175,게시판 SKT 독거노인 케어 서비스 GSMA 우수사례 선정,4,natural
ynat-v1_train_02185,삼성카S 송금업체 토스D .YH다…제! 카드도 출시,5,unnatural
ynat-v1_train_02190,朴대통령 개%절G R의장 和가 으b…野LK불참종n,2,unnatural
ynat-v1_train_02199,에콰도C t가7상 반대 j업으로 이U째B혼란…%50명 연행,6,unnatural
ynat-v1_train_02205,최NA 멀티히트 l& 3출Z q약…탬파베이 4연패 탈출,1,unnatural
ynat-v1_train_02207,조국U압수수색f검2와 통7 파장…한h·바(미래 &핵K진i ,3,unnatural
ynat-v1_train_02212,모리뉴 UEFA의 바일리 추가 징계는 정말 가혹,3,unnatural
ynat-v1_train_02217,게시판 HF 대학생봉사단 맞춤형 사회공헌 활동,1,natural
ynat-v1_train_02222,cI그1[사령탑이 탐내C 선t는…이재성·이근호,1,unnatural
ynat-v1_train_02226,靑 이석수 +표 접수…당8 ~N하지M않을 H,2,unnatural
ynat-v1_train_02252,t스 정복한 _공:능 .둑은 8 늦D&,4,unnatural
ynat-v1_train_02255,"美여성 남편에 sY당첨""W가능 보여주^다 #F억P 덜컥 당첨",6,unnatural
ynat-v1_train_02262,여성등반가 rG8?소기 흡입력z로 33층 빌딩 올랐*,5,unnatural
ynat-v1_train_02266,박기yk7한항| 감독 0C O제 방심은 금물,1,unnatural
ynat-v1_train_02268,UOz감독 스파[크 리 l럼프를 연쇄 살인마r 비유,6,unnatural
ynat-v1_train_02283,최0웅-현대캐피탈 감j 이승원 Lu력 대단하다,1,unnatural
ynat-v1_train_02288,"\드컵 티켓 ""보 z륙별X경쟁 본격화…c시아 최소 b장5..",1,unnatural
ynat-v1_train_02292,ZZ땀 묻은K자동차 만-는데 방역장비 k어…[비=o노동실태,3,unnatural
ynat-v1_train_02294,국`계Y%58 수립에 {공지능 기v2도입한다,4,unnatural
ynat-v1_train_02298,"국정원장q*병우 직보 ?혹 국장,감찰 조사$중속보",2,unnatural
ynat-v1_train_02300,게시판 KIST 의학도 대상 리서치 캠프,5,natural
ynat-v1_train_02301,메츠 신더F드·u그V ]범경기 S뷔%서 강속구 O팡,1,unnatural
ynat-v1_train_02306,갤0시S8 개통 이틀a에 주Y.재- 부족 (,4,unnatural
ynat-v1_train_02308,"머리 맞s~경제,!리와 한국은행 총재",5,unnatural
ynat-v1_train_02317,"주택dY공사""신용회v지원자 전세특례보& j상S확]",5,unnatural
ynat-v1_train_02320,與텃밭/부산 Z변0더G주 4곳이{ 앞서,2,unnatural
ynat-v1_train_02322,中허난성x {물열차 탈선해 주택 _L…h명 실종,6,unnatural
ynat-v1_train_02335,_심3간 김K 상가에서 G…O점 6개 태워종합,3,unnatural
ynat-v1_train_02358,프로농구 현대모비q  b>프·존슨·쇼터 tn선수 구= 완료,1,unnatural
ynat-v1_train_02364,교육부교사노조연맹_본교E <%식,3,unnatural
ynat-v1_train_02372,美 中g위구르`탄압cN공…중국은 종w와 R쟁 중,6,unnatural
ynat-v1_train_02376,부0 제조업 경기전'지수 곤V)I…조선기자6P 역F 최악,5,unnatural
ynat-v1_train_02378,중국의 해외투자 안전도I평가서 Z국 O위→=_위t추락,6,unnatural
ynat-v1_train_02400,삼성 중소기d 신사업 모- 돕는다…우)기술wW명yw~최,4,unnatural
ynat-v1_train_02414,손6) 대화 로봇 $드세요{네이)=챗봇 빌더 @개,4,unnatural
ynat-v1_train_02422,자사주 매입 자신감 드러낸 조준호…G6 성공할까종합,3,natural
ynat-v1_train_02424,#계의w숙제 소수 b미의 수수께끼_풀릴까,0,unnatural
ynat-v1_train_02442,9살 학대 )동 4층P베란다 난간to3 넘어 목숨 건9맨발 _출,3,unnatural
ynat-v1_train_02453,최저임W위 퇴장 |견하는 한국I총 위원B,2,unnatural
ynat-v1_train_02457,게시판 삼성카드·준오뷰티 업무제휴,2,natural
ynat-v1_train_02460,\국에서rl안@ 네이버 a파고 오프G인 z역 !시,4,unnatural
ynat-v1_train_02467,대전시 내년 생'임[ .급 a만T>2원으로 `정,3,unnatural
ynat-v1_train_02471,오q지라이프{임원들 6사주y매각;보도는 사실무b,3,unnatural
ynat-v1_train_02473,v준우 \인 성적 필요 *어…5위 F[만 g각한다,1,unnatural
ynat-v1_train_02474,",차산업혁명위원^ 첫 회의…v람 중심1정책&립 (의",3,unnatural
ynat-v1_train_02476,"푸틴 .리아 철군 계획 ""사드x 사전 협의0아사드' R8",6,unnatural
ynat-v1_train_02487,사지 않고 구경만 한다고 판매직원이 욕설을…외국인 관광객종합,1,natural
ynat-v1_train_02492,10대그8 v장사^토지가액 73조…현대차 최고 땅C자,5,unnatural
ynat-v1_train_02496,수호신 리베라 사상 R 4장일o로 MUB 명예의 q_ 입성,1,unnatural
ynat-v1_train_02498,LGU> 컴저C은4과 '고 연 t% 금리 적금 출시,5,unnatural
ynat-v1_train_02500,中企제품 구매 우수 인천·춘천시·한수원 대통령표창,5,natural
ynat-v1_train_02514,주Ia탄o 한국총영사관t한국 애니메이션의 Z 개u,6,unnatural
ynat-v1_train_02517,아이폰X 수급 다소 호AyD기기간 1주 단g,4,unnatural
ynat-v1_train_02523,월드컵 r안하|는 말/반%한G손흥' 울지c않으려고H..,1,unnatural
ynat-v1_train_02531,IS 지중해 |$할 해상N력 꿈꿔…w실화시 운송·3<'비상,6,unnatural
ynat-v1_train_02540,"커F·빵과 ,W 즐거운^공3을…부산 라라라y스티벌 p{",0,unnatural
ynat-v1_train_02552,%;{Z <i중  드논: 첫 언급…靑ny.시 활용,2,unnatural
ynat-v1_train_02559,불쾌한 靑 왜 전대개입으로 몰아 대통령 때리나,6,natural
ynat-v1_train_02565,美 日관련\유조선}공격범 79 지목z자k_정부 당',6,unnatural
ynat-v1_train_02566,베스트셀러 (세이t곰돌이 c N복C 일은 매일Q`어 인기,0,unnatural
ynat-v1_train_02569,박영선 당 잔류 공식표명 새경제 정통야당 지켜봐달라종합,6,natural
ynat-v1_train_02580,박상R·w}욱 c 시B 6권 현대문학 *s시 즈 첫^출간,0,unnatural
ynat-v1_train_02592,[ '대통령재벌 총수 u공& 면담 경위 수사종b,2,unnatural
ynat-v1_train_02604,브_질A언론 {세프 V통. 탄핵rM능성 더 커j,6,unnatural
ynat-v1_train_02616,제주도A산간 오H 3Q 호우0의보→호우경보,0,unnatural
ynat-v1_train_02617,평t 폭주tP당 $제 위d 민생L당 평화 지지해달라,2,unnatural
ynat-v1_train_02619,알카에( 인도b부2z美·아프; 작전으로 사망AFP,6,unnatural
ynat-v1_train_02622,게시판 신W금; 더 뱅커 선정 대한민|31등 DR 브랜드,5,unnatural
ynat-v1_train_02629,"올D 민주언론상에<SBS 삼성1관련""연속 보도",3,unnatural
ynat-v1_train_02631,(s이중 완벽투 FC 시즌 5승…롯데 y연패,1,unnatural
ynat-v1_train_02638,w콩 T립 깃발,6,unnatural
ynat-v1_train_02640,류현진 32이닝서 연속 이닝 무실점 마감…박찬호 넘기 실...,6,natural
ynat-v1_train_02648,",7안컵 선V단장에 7영일$축구7회 부회장6우Bh위해 지원",1,unnatural
ynat-v1_train_02663,바레인 아랍의H봄 xU부 시위 시아파\지도자에C종신형,6,unnatural
ynat-v1_train_02666,"|p 특M 예멘 반P·정부d긴급 면담O.전m이, 촉구",6,unnatural
ynat-v1_train_02676,클래식j공연 즐@S 낮{도 자>…영화*의 변신,0,unnatural
ynat-v1_train_02682,.|1드#자동u 보는 박9호 사장,5,unnatural
ynat-v1_train_02690,패스트트랙 수사 검찰 국회 운영위 등 압색,3,natural
ynat-v1_train_02691,용역 사E장 -문한 v!호H차장,3,unnatural
ynat-v1_train_02692,무~림 입국금지 ?속 트y프 `임 /던시장은 P외종8l보,6,unnatural
ynat-v1_train_02693,호킹 두차례 한국 찾아…소광섭F교수&모z르트w같g 천재,0,unnatural
ynat-v1_train_02698,동물Iu생명권이 있다…소)집 무민Z 채식주의',0,unnatural
ynat-v1_train_02700,수능 @N 시험장?출입F지,3,unnatural
ynat-v1_train_02701,이란 석유장관 美 셰일오일 수출하려 이란 제재,6,natural
ynat-v1_train_02702,이마? I5억a 규모+봄맞이b골프대전 행사 개$,0,unnatural
ynat-v1_train_02703,.양피5에프 h5억원i{모 플랜트설비 납품 계약,5,unnatural
ynat-v1_train_02704,L자Mk 삼성생D OK저축은P에 완승…연패 탈출,1,unnatural
ynat-v1_train_02707,못믿을 아파트 관리비…경기 556곳서 150억 비리 적발종합,1,unnatural
ynat-v1_train_02713,북중 6북제재 속`새M bV교류로 전Z적_밀J e화 다짐,2,unnatural
ynat-v1_train_02714,영상z삼성 갤럭시노트1N 9일부터 국W 사전i매… 3일 정.d출시,4,unnatural
ynat-v1_train_02715,"중Z재해기""처벌"" 제정 촉구하는Ia정규V\이제그만 U원들",3,unnatural
ynat-v1_train_02720,미래 I업 연~소 =험<9 초등학생들,3,unnatural
ynat-v1_train_02731,남중P해  美4中Z군사적 충돌^가능성mR져…%화 틀 필요,6,unnatural
ynat-v1_train_02739,:한금투 자동차 업/ 1분기부k5실적 점진?|I선,5,unnatural
ynat-v1_train_02741,~ 전 앞둔eW재 감98T이 부K되지만  4로 승부수,1,unnatural
ynat-v1_train_02742,;가 프리다a 사상 이해 안돼…벌@ =신 주멕시7J美대사,6,unnatural
ynat-v1_train_02745,軍v<들 전용3량 타고 골l장y…`덕적 해R 심각,3,unnatural
ynat-v1_train_02752,北 핵실험 10년 ④김정은 언제 6차 핵실험 도발할까끝,6,unnatural
ynat-v1_train_02780,"北0대! 김정*2향한 ""성경쟁 무대된l릴레이r토론",2,unnatural
ynat-v1_train_02781,화합물 몸 안에서 짝F 단백질 m는 법 새로Q개U,4,unnatural
ynat-v1_train_02782,Z현진의>. 다7Y무{R빠른 템포/팀 성적까지 영C,1,unnatural
ynat-v1_train_02788,남원소식 춘>X학%단+장Rn 모집,0,unnatural
ynat-v1_train_02789,"이총리,세4. H직 완fl지 못해E할 일 꽤;남아",2,unnatural
ynat-v1_train_02795,트럼프 폭스뉴스 앵커들 충성도 점수매겨…10점만점에 12점도,6,natural
