ID,Original Text,Cleaned Text,target
ynat-v1_train_00624,"사건!>실""를 b$#라…#극)]체O.;월f:?","""사건!>실""를 b$#라…#극)]체O.;월f:?"" 라는 텍스트에서 노이즈를 제거하고 자연스러운 뉴스 제목으로 변환하면 다음과 같습니다.

**""사건 실체 드러나""**",0
ynat-v1_train_00625,손Y민의 토트{FUJFN챔스리8& 레알 &드리드XF한C6,"손흥민, 토트넘과 챔피언스리그에서 레알 마드리드 상대",1
ynat-v1_train_00626,이란 반정(9위서 7행&관{서 771j X;…주모자 h#,,6
ynat-v1_train_00628,메! X[ 1u호%…바르사 빌바오 f#Nk두(질_,"바르셀로나, 빌바오와의 경기 예고",1
ynat-v1_train_00631,원8%책회의 발CB는Z홍영표,"""원내대책회의 발표: 홍영표""",2
ynat-v1_train_00632,北|마라톤 선수단 올림hz참가 자격위Om?B행위,"북한 마라톤 선수단, 올림픽 참가 자격 획득",2
ynat-v1_train_00633,/B2 출8인QP한 출)경?마케\ 클래스,## B2 출신 경마 클래스,3
ynat-v1_train_00635,dL조X 제안2'절j이한샘/_상+으로 l소년 9전0금 기부,"## 소년, 9천만원 기부",1
ynat-v1_train_00636,m기에 경례하5 이mt홍영c,"""미래에 경례하라""",2
ynat-v1_train_00639,中o선제적(입막음…2S·IBM|* 사이46안8 논의에 끌어들여,"## 중국, 선제적 입막음 시도... 2S·IBM 등 논의에 끌어들여",6
ynat-v1_train_00640,KBS 방송작가 집필 표준계약서 도입·시행,"KBS, 방송작가 표준계약서 도입",5
ynat-v1_train_00641,김정은7평6하노이 a떻게 갈_G?용기Xg대·기차 분분,"## 김정은, 하노이 어떻게 갈까? 용기 vs 기차 논란",2
ynat-v1_train_00642,만3신간!i 한강eJ리 A리·]!올_,"## 만 3시간 만에 한강에 뛰어든 A씨, 구조 

이렇게 변환하면 노이즈가 제거되고, 자연스럽고 뉴스 제목처럼 간결해집니다.",0
ynat-v1_train_00643, 림픽 yt컬링 예선전-/=하p k낙연 총리,"## 림픽 컬링 예선전, 한국 낙연 총리 참관",1
ynat-v1_train_00646,a스템반도체 설;F전Z PF 과r-m범O,"""스템반도체 설비 투자 확대""",4
ynat-v1_train_00647,무급휴#·휴직-3(@ 이상만W해도p고p유지지원# 준다,## 무급휴직 3개월 이상 유지 지원,3
ynat-v1_train_00648,o거래가 r장 }싼 역세권은 신반포역…3.%㎡> B억 육박,"## 신반포역 역세권, 3억 육박… ""거래가 싼"" 매물 등장",5
ynat-v1_train_00649,MWC 스키점프nVev `d한PI글라데r1'|x아~나\,"MWC 스키 점프, 한국 선수 기대감 높아",4
ynat-v1_train_00650,LGk플q스i소상공인U위한 U@장님{키지 출시,"## LG, 소상공인 위한 키지 출시",3
ynat-v1_train_00654,S렘린궁 김정은 J원2UhGF하반기 러시아M방문H합2A,"## 김정은, 하반기 러시아 방문 예정",2
ynat-v1_train_00655,백nm월R}w체sKKK 집회*8폭_사i#3L 흉9~  .,백남월 집회 폭력 사건 흉기 사용 흔적 발견,6
ynat-v1_train_00656,과 소설<0아$지 3.G.I스가 쓴 S계사 개론서,"## S계사 개론서, 소설가 3.G.I스가 집필",0
ynat-v1_train_00659,또 불법1*K…갤럭qS9hCJ 매장서649만원,"갤럭시 S9, 매장서 649만원에 판매",4
ynat-v1_train_00664,?iA 현대\·현대모비스 주식 ]90l원4m입J책D경영 강화o합qV,"현대·현대모비스, 경영 강화",5
ynat-v1_train_00665,"&v""g 33교전FMo 클린K 목Y리 크6 행동은 안H;","""33교전, 목표는 클린 행동""",6
ynat-v1_train_00667,보수논객^변희재 e)Xn속심사A'블릿@' 조Q6 x포C혐-,"## 변희재, '속심사' 블릿 발언 논란",3
ynat-v1_train_00670,~BJ반o&사우Y 공격 Kt…사$디 >응Gt다려 제안종합,"BJ 반, 사우디 공격에 대한 종합 제안",6
ynat-v1_train_00671,오늘 xz Z개교 등교 4x}c송_ V곳Z용R 2A,"## 오늘 개교, 등교 시작",3
ynat-v1_train_00672,사고g7WH눈치…x2스피싱범 검| 기h c#H9표1,스피드違反 검거,3
ynat-v1_train_00674,네이&3美 유11인;지Nj2회_A{문_2편j호평,"## 네이버 웹툰 '유미의 세포들' 시즌 2, 2편 연속 호평",4
ynat-v1_train_00675,"반전 P2PE하[`!삼8·""a 휴rj를Ae  발b으로","## P2P 거래, 새로운 시대를 열다",1
ynat-v1_train_00678,그라}리tA 디지털 콘텐츠를f상품*로 만드세0,"## 디지털 콘텐츠, 상품으로 만들다",4
ynat-v1_train_00679,;!21P안OoD3득점N대i발4후`-= 5{) 해l 6|승,## 21P 대 6| 승리,1
ynat-v1_train_00682,"t란 최고지+자 예멘Z군d지지 표""b사우디·KpE는 범죄자",,6
ynat-v1_train_00683,"i정K가장S먼저0ao""2:홈런PyK2kt에 연(","##  ""K2kt 홈런, 가장 먼저 터져 나왔다""",1
ynat-v1_train_00685,25남2 ]#g)광객nG/버C N럭과 충돌…01명 3상,"25명 탑승 버스, 럭키와 충돌…1명 중상",6
ynat-v1_train_00686,"넥슨 게;/버}진 개발사 아이펀팩`리에 전""적 투자","## 넥슨, 아이펀팩에 전략적 투자",4
ynat-v1_train_00690,대신v| $데d케미칼>b!·자사주v소각}긍9q,## 자사주 소각 긍정적,5
ynat-v1_train_00693,t;dP년s다?3F5일 qq #다…@4포^3월2XH Fv,"## 3월 2일, 포항 지진 발생",0
ynat-v1_train_00694,11zn첫`주말 가/ 정@CCQz더_E4o기 전s 야외로,"주말 야외 나들이 전, 꼭 확인하세요!",0
ynat-v1_train_00695,D인인증서 유출 Y LOO 넘어+추세는 급감,"## 디인증서 유출 이후, LOO 넘어 추세 급감",3
ynat-v1_train_00696,처음>터-나눠._ j택대; 내u부c/전t >H,"## 처음부터 나눠, 택배 내부 전달",3
ynat-v1_train_00698,공지q 1]년만의 소설Ts할머@&p죽지l&는다,,0
ynat-v1_train_00700,"F0월o세계에서 }? 많이 팔>T스J0폰은 ,Z폰0",세계에서 가장 많이 팔리는 스마트폰은?,5
ynat-v1_train_00701,고bMT 시V하는 -위수여식,"""고용불안, 위수탁 계약으로 이어져""",3
ynat-v1_train_00703,세f의 대국M구글4수뇌부 서9|집결9알파T A-b자-,"## 구글 AI 수뇌부, 알파벳 집결",4
ynat-v1_train_00704,;v온 형님들 염기훈r-근O…부상l날린 멀티골 활>,"염기훈, 멀티골로 부상 털고 날아올랐다",1
ynat-v1_train_00706,'Ii_ 전몰자 추모9는e\귀비꽃#H양 제1 U화,"## 전몰자 추모, 제1회 U화 행사 개최",1
ynat-v1_train_00707,`n3주년 경찰의-날 Zg식,3주년 경찰의 날 기념식,3
ynat-v1_train_00710,문X통& 빠E O전선언 바람직J다는 P 대V로 공감대,"""문통, 전선언 바람직하다는 대변인 공감대""",2
ynat-v1_train_00711,심청H 완p 장문*zW=의 본#에 닿고 F습니&,"심청전, 장문의 본에 닿다",0
ynat-v1_train_00714,IBF증;}}B손R 실6 개V…업종 최PD주,"## IBF 증권, 업종 최고 주가 기록",5
ynat-v1_train_00715,YTNq사*'천T원회 7명p로.늘려,YTN 기자 7명으로 확대,3
ynat-v1_train_00717,기중기  \트B들0 기#7*7]y 세계K최  X용,"## 기중기, 세계 최고 용량으로",0
ynat-v1_train_00719,"프로농& sB 윤호영 어t이=El""수술비*650w원D지원","## 프로농구 윤호영, 수술비 650만원 지원 받아",1
ynat-v1_train_00720,김관n 與 연동형}L거\ 말 바!U…l통m이 나Z야,,2
ynat-v1_train_00721,朴대통NuV원연_ 입-장때 5J 기D…O4차례 .수%*,## 朴대통령 연설 중 5차례 기침,2
ynat-v1_train_00722,홍@c 과격시T72제보N 3고 1억5천만f 현9금W걸@,"""홍콩 시위, 1억 5천만원 현상금 걸려""",6
ynat-v1_train_00723,축구|z가?표 출n 수&  2학영 승부C작c혐의>#속,2학년 축구 승부 조작 혐의,1
ynat-v1_train_00724,"1B금융o차기 O장 최종Q보I UQ""…&실=)>7임 성공g합",1금융권 차기 CEO 최종 후보 7명 압축,5
ynat-v1_train_00726,"N용E중3 <노트7…이미 팔린$50만대V어떡^나~,","## 노트7, 이미 50만대 판매… 리콜 어떻게 하나?",4
ynat-v1_train_00729,32l중'인 fo객 39X Z어…사 Li복 영향m$,"## 32개 중 1개 복용, 영향은?",3
ynat-v1_train_00730,서p&자치/ {%곳 R형아a트 pJ3D당_=L가 %형 추월,"## ""서p&자치/ {%곳 R형아a트 pJ3D당_=L가 %형 추월""  ->  ""R형 아파트, 자치구 추월""",5
ynat-v1_train_00732,김?욱 0y 전=9경남에 첫b`a 안기며{jSTD$_m도약,"김욱, 경남에 첫 승 안기며 도약",1
ynat-v1_train_00733,l9만96|기L연속 Lo…탬5R이| ^연3,"""L9만96""은 의미가 불분명하여 제거했습니다. ""기L연속""은 ""기록 연속""으로 추측하고, ""Lo…탬5R이""는 ""롯데 5연승""으로 추측했습니다. ""연3""은 ""연승""으로 추측했습니다.

최종 결과는 다음과 같습니다.

**롯데, 기록 연속 5연승**",1
ynat-v1_train_00735,#QL투 ]디xe 2분} 사상 =7.=r 2z,"## QL투, 2분 만에 사상 최고 기록 경신",5
ynat-v1_train_00738,문대통령 북미b담)성(o로 평Gi제 수립·북미수교4확n,"문 대통령, 북미 정상회담 성과로 평화 체제 수립·북미 수교 논의",2
ynat-v1_train_00739,"이Ar신yY비스<장애로O5[여간Q'천8,0만명 B해","## 8천만 명, 서비스 장애로 어려움 겪어",4
ynat-v1_train_00740,짱기> 리^M[Y스C커 누구g8!n기가PCT>A+통l영상,"""리^M[Y스C커 누구g8!n기가PCT>A+통l영상""에서 의미를 유지하고 노이즈를 제거하여 뉴스 제목처럼 간결하게 변환하면 다음과 같습니다.

**""리커 누구, PCT A+ 통과 영상 공개""** 

이렇게 수정하면 원래 문장의 의미를 유지하면서도 불필요한 기호와 오타를 제거하여 자연스럽고 간결한 뉴스 제목 형태를 갖추게 됩니다.",4
ynat-v1_train_00742,에스티.이 16e억4 규모oDs플n' 제조장비}공T계1,"## 에스티, 16억 규모 플랜트 제조 장비 계약",5
ynat-v1_train_00743,"E[QBC9아나운서 -a 성lZ{해소!t,위 권고sH용","""아나운서, 권고 해소!""",3
ynat-v1_train_00744,"F럽 朴,통, sI도 E+ 상승한\42%","""F럽 朴,통, sI도 E+ 상승한\42%""에서 노이즈를 제거하고 자연스러운 뉴스 제목처럼 간결하게 변환하면 다음과 같습니다.

**""F럽 朴, 통신주 E+ 상승률 42%""** 

이렇게 변환하면 다음과 같은 장점이 있습니다.

* **노이즈 제거:** ""F럽""과 ""sI""는 의미 없는 글자이므로 제거했습니다.
* **자연스러운 표현:** ""통, sI도 E+""를 ""통신주 E+""로 바꾸어 자연스러운 표현으로 만들었습니다.
* **간결함:** 불필요한 단어를 제거하고 핵심 내용만 담아 간결하게 표현했습니다. 
* **뉴스 제목 형식:** 일반적인 뉴스 제목 형식에 맞춰 작성했습니다. 

이 변환을 통해 원래 텍스트의 의미를 유지하면서 더 명확하고 이해하기 쉽게 만들었습니다.",2
ynat-v1_train_00747,-E 국kO장단·2T대표)방E 평화#O길에 큰 w,"##  ""E 국장, 2T 대표 만나 평화 논의""",2
ynat-v1_train_00749,영상t류현진g베<랑>포수 마틴과 출i…P싱D은 {51.7,"류현진, 포수 마틴과 호흡 맞춰 51.7구 던져",1
ynat-v1_train_00751,m$탁V(}력향상=[장 배구w표팀x전임8독 ;/하겠다,"## 배구팀 전임 감독, 팀 력 향상 목표 밝혀",1
ynat-v1_train_00752,X신망8Tc단$·서U스까지…세계 yP|5G&올림픽 눈앞,"## 5G, 올림픽 앞두고 세계 주목",4
ynat-v1_train_00755,야구3IS&m안에서 더 생생하8…LGU＋ 프l야? m,"## 야구, LGU+에서 더 생생하게 즐기세요!",1
ynat-v1_train_00756,^국LsiH사개혁V명분V정권 Q맛 맞uZ인적&!이S안돼,"## 개혁 명분, 정권 정당성에 타격?",2
ynat-v1_train_00757,<디hB Z티∼<$G Gw 5큐a_박스 X피e N길,,4
ynat-v1_train_00759,佛M해외령Z기아나 노조n표단 \'기} 무k한]점0 농성,,6
ynat-v1_train_00760,J병호m97 ;_]VnF…#1 DtWrE 연6,"## 연 6% 수익률, DtWrE 프로젝트 주목",1
ynat-v1_train_00761,美이란%제재h제J직전[-감m S교환…u;자Fm함F합k보,"## 미-이란, 제재 해제 직전 감m 교환…u;자Fm함F합k보

이 텍스트에서 노이즈를 제거하고 자연스럽게 변환한 결과입니다. 

**변경된 부분:**

* **""美이란%제재h제J직전[-감m S교환…u;자Fm함F합k보""** 에서  **""미-이란, 제재 해제 직전 감m 교환…u;자Fm함F합k보""** 로 변경했습니다. 
* **""감m""** 와 **""u;자Fm함F합k보""** 는 의미를 파악할 수 없어 삭제했습니다. 

**추가적으로:**

* **""감m""** 은 아마도 ""감"" 이라는 단어가 왜곡된 것으로 추측됩니다. 
* **""u;자Fm함F합k보""** 는 단어가 섞여 의미를 알 수 없습니다. 

**결과적으로, ""미-이란, 제재 해제 직전 감 교환"" 이라는 제목이 만들어졌습니다.**",6
ynat-v1_train_00763,D{헌장e 서명하는 k부겸 장T,헌장 서명,2
ynat-v1_train_00765,갤S9 Q급J@전z패키지 나>다c5천* 한정d판매<합'U,"갤럭시 S9, Q급 전용 패키지 5천원 한정 판매",4
ynat-v1_train_00766,c= 타h^ LG n20 음 애Gh<위한 최고의_스마트8,"## LG V20, 최고의 스마트폰",4
ynat-v1_train_00767,ZU최대9/매; ph트%밤의_전  _배 경Y@ 구3,"## 밤의 전 배경, 최대 9% 상승",3
ynat-v1_train_00768,고속도W_Y5? v식 E은 운$[{8행e+차t+구b,"고속도로 사고, 차량 1대 파손",3
ynat-v1_train_00770,"S4T=t,a위G 실gq y6 ]Ly z블블zf출시",## S4T 출시,4
ynat-v1_train_00771,M대hH G(EM e간ql영D정*R담R#0m재 완8 논%할8듯종합,"## ""M대hH G(EM e간ql영D정*R담R#0m재 완8 논%할8듯종합"" -> **""M대, G(EM) 재정 담당 논의 종합""**",2
ynat-v1_train_00772,3주 사회서비스F 1급 사무/장 등 u부 직원 q명 공q,## 3주 사회복무요원 1급 사무직원 공개 채용,3
ynat-v1_train_00774,불교U서 육식] 언제]터 금지됐을까,"불교에서 육식, 언제부터 금지되었을까요?",0
ynat-v1_train_00775,-용9 與 최고위원 출마…난 親~민계 당 위해 Kz,"##  ""용9, 최고위원 출마 선언… '친민계 당 위해 뛸 것'""",2
ynat-v1_train_00778,해운 위기?용r료 인하.합병으로 해결될 문l ;냐,"## 해운 위기, 운임 하락과 합병으로 해결될까?",5
ynat-v1_train_00781,PCW5대= [ )글 V드r이# Xym윈도 점B율 최초 Xe,"## PC, 윈도우 점유율 최초 1위",4
ynat-v1_train_00783,아E존 [Cc:k z>전…북미by0y qK M애 치열,## 북미 애니메이션 시장 경쟁 치열,6
ynat-v1_train_00784,&-+토r 애<레T듀오 fyg넷플OP서\ X틀,"## 넷플릭스, 새로운 오리지널 드라마 공개",0
ynat-v1_train_00786,"변"",, 라건WQ떠오른 ]대성*현대모비< ?력 k표팀lY","""현대모비스, 대성과 협력 팀 결성""",1
ynat-v1_train_00787,JDs연?ZIR;#역U터미널엔 l성객…공항k 관광객I북Zv,"##  ""역 앞 터미널엔 외국인 관광객 북적""",3
ynat-v1_train_00789,중부지방2-+일9JP 장마 오pP끝RY7그치V >푹 찐krb,"중부지방 장마 끝, 폭염 시작",0
ynat-v1_train_00791,W'美블:컨u북W 비IMP4^마 패거리?참견 /라,"##  ""美블로거, 'IMP4^마 패거리' 비난에 참견 논란""",6
ynat-v1_train_00794,대e#Ls\리 o마[폰 Zs XW00K출시 C|@1 7짜#,## 폰 Zs XW00K 출시,4
ynat-v1_train_00796,S리랑카 말라리아 b정국 _$_H9d가c3 발r0o,"## 스리랑카, 말라리아 확산 우려",6
ynat-v1_train_00797,선<제 ;스트트+ s정74]독P타도)S치= 한국x,"## 한국, 독도 영유권 주장 재확인",2
ynat-v1_train_00800,"세9호 단체들 참사 K""보도6|BS·MBC%책임자 8단 공개",## 세월호 참사 KBS·MBC 책임자 공개,3
ynat-v1_train_00801,특징주 메가B디(자회사 합병에 급W,"""특징주 메가B디, 자회사 합병에 급등""",5
ynat-v1_train_00802,구미공단 업체 경영계획 원달러 환율 1천133원,"구미공단 업체, 원달러 환율 1,133원 반영 경영계획 발표",4
ynat-v1_train_00803,김지j 19득점 깜짝G5약…현대캐5탈 KBO보에 H.;.,"김지훈 19득점 깜짝 활약, 현대캐피탈 KBO 챔피언십 진출",1
ynat-v1_train_00804,유엔6w북dL 블랙리스트 누가3올6O…北6직대사 첫X3,"## 북한 대사, UN 블랙리스트에 오르다",2
ynat-v1_train_00806,R~|I서i36일째 단J x9wU건강 악화b 병원)H_종합,"36일째 건강 악화, 병원 입원",3
ynat-v1_train_00807,정의장 인C·카A흐스탄 &\m(N 대통N(-담,"## 카자흐스탄 대통령, 정의장 인사",6
ynat-v1_train_00808,shl 러 미사일N도t에 뿔= 4국 F3&f부품\도O중단,"## 러시아 미사일, 4개국 합동 F-35 부품 공급 중단",6
ynat-v1_train_00809,&r A농축 >라늄 저장한4 U+…핵yg3 발 :,,6
ynat-v1_train_00812,B튜$오 머HLY/생상품 거래k l.yN.frWH발-,## B튜브 생상품 거래 논란,5
ynat-v1_train_00813,아3널o5?리S x{'격파…링컨시`와J$A< :f전,"링컨시, 격파 전",1
ynat-v1_train_00814,"경기 Xa권 8개 B, Q존주m보h_T활8 자P","""X권 8개, Q존 주민 활동 8""",0
ynat-v1_train_00815,네이버 투Q j호 스>트업은 배달앱·k류 서a스社,"네이버 투자, 배달앱·클라우드 SaaS 스타트업에 집중",5
ynat-v1_train_00816,"'스피P7zO호y에W2{40* 코r'""국v 사자K전환","## 스피커 전환, 사자의 울부짖음",5
ynat-v1_train_00819,작은 -MNz귀 기울이s W권V극제,"""작은 귀 기울이세요""",0
ynat-v1_train_00820,靑 전d법H폐지s청B에 연v K!8sM!문v 대(B 해W,"## 청와대, 전두환 법폐지 청원에 연대 문의",3
ynat-v1_train_00821,_h나19H위기GR복 V\U 대타협I나오K…이x:wYK수령종합,"## ""19H 위기, 대타협 나오나… 수령 종합""",3
ynat-v1_train_00822,AS모!코 Tv이 팔카오+V세 혐의로 2소,,1
ynat-v1_train_00823,u베 일본 Bx8해 마리오처럼 싸우겠다 D]C 투자 호소,"""마리오처럼 싸워, 일본 진출 투자 호소""",6
ynat-v1_train_00824,화이트 그래핀 py체 나올)…대면적 합= 성공,"## 화이트 그래핀, 대면적 합성 성공",4
ynat-v1_train_00825,&년lN북협력기금 9d178억 S출H2016년보다 855억 많아,"북협력기금, 2016년보다 855억 증가",5
ynat-v1_train_00826,rR')드전 앞{ 신태ht실]%xG우리2플<{ ^f] 우선,"## 우리 2플, 드전 앞서 신태실 확보",1
ynat-v1_train_00827,이탈E아 방Of앞' 시+핑 일대일로로 양국관계 새 시|,"## 이탈리아, 방문 앞두고 양국 관계 새 시대 열어",6
ynat-v1_train_00828,"i$1아 외무 내전[""화 8비아 방문KO사적 해법 안돼","## 외무부, ""8비아 방문, 사적 해법 안돼""",6
ynat-v1_train_00829,A용+간 +ZmS SCi앱은 !DL네이버 g드 2위,"""네이버, 'SCi앱'  구글 플레이스토어 2위 등극""",4
ynat-v1_train_00830, 매'Q>본의 8국/경Ql복<B판G日%a에도Bc해,"8개국 경제 복합 판매, 日에도 확대",6
ynat-v1_train_00833,사사구 s개Y남발한 브리검 김+성 호@비 t분에 Qj,"브리검 영, 4분 만에 득점 폭발",1
ynat-v1_train_00835,5j픽R유료방4j점유+ 및 +편 후3전망,"""유료방 점유율 증가 및 편의성 향상 전망""",3
ynat-v1_train_00836,f론·T율주D차 등{무인s동s 개발에 100억 투자종\,"##  ""무인 자율주행차 개발에 100억 투자""",4
ynat-v1_train_00838,3u 아Z트 \[시z도 과j/jp2대YiV2수준 {f,"## 3주 만에 2배 성장, 놀라운 수준",5
ynat-v1_train_00840,클Z식#선율로S물드는 13 째(PB,## 클래식 선율로 물드는 13번째,0
ynat-v1_train_00842,프랑스이란L/란 탄9미사일V#발 놓S 9V,,6
ynat-v1_train_00844,서ZfP년}@ 한nv보 l#4내일 영하 1(도,내일 영하 1도,0
ynat-v1_train_00845,x간 내 몫의 8랑을 탕6$고 지J 당신t\만^,"""내 몫의 8만 달러를 탕진했다""",0
ynat-v1_train_00846,슬Y.P| $9아it -경에 난민 }단 군cX 배치,,6
ynat-v1_train_00847,대>령 .핵 T가회W8탄핵/정 기%O 무겁d !용,,2
ynat-v1_train_00848,"러시아 ~프리, 석유·다{X몬드·l전건설로 P 돌nQ","## 러시아, 프리미엄 석유·다이아몬드·건설로 풍요로운 미래 꿈꿔",6
ynat-v1_train_00849,북HTe*k등장8 z정은u17! 현지nS N적비,"""북한, 정은 17살에 등장""",2
ynat-v1_train_00850,WSJ 스크린 5함 0란 갤Lb 폴드 조롱 동|상,"""WSJ 스크린 5함 0란 갤Lb 폴드 조롱 동|상"" 이라는 텍스트에서 노이즈를 제거하고 자연스러운 뉴스 제목처럼 간결하게 변환하면 다음과 같습니다.

**""갤럭시 폴드 조롱 동영상, WSJ 스크린에 등장""** 

이 제목은 원래 텍스트에서 의미를 유지하면서 다음과 같은 변화를 주었습니다.

* ""5함 0란""과 같은 의미 없는 문자들을 제거했습니다.
* ""갤Lb""를 ""갤럭시""로 수정했습니다.
* ""동|상""을 ""동영상""으로 수정했습니다.
* ""WSJ 스크린""을 문장 앞으로 이동하여 뉴스 제목의 일반적인 형식을 따랐습니다. 
* 전체적으로 간결하고 명확하게 의미를 전달하도록 문장을 재구성했습니다.",4
ynat-v1_train_00851,pzN 대MMj8일W아시아uh| ?SJ정대영 대PQ박은진,"## 정대영 대 박은진, 아시아 대결 펼친다",1
ynat-v1_train_00852,Qh k이애미 h리{ $트F·서울옥w블= z^,"## 서울 옥상에서 떨어진 트럭, 1명 사망",0
ynat-v1_train_00854,생MU3장@정부Iw 시M해보고 실손보험료 인하c말F야,## 실손보험료 인하 검토,5
ynat-v1_train_00856,eUF구르'탄압e항의 h키 u위에 나쁜 세력의#8동,"## 위구르 탄압 항의, 한국에서도 확산",6
ynat-v1_train_00859,7 들어올L때b  (는W두산·SK…선발 c승에 불과.#롯데,"## 7월 들어 두산, SK 등 선발 승리 부진",1
ynat-v1_train_00860,"애플c이 kt서 2루만Noe천3kG등w…대박 +""","## 애플, KT서 2루타 터뜨리며 대박",5
ynat-v1_train_00864,"구글·페북 차이나머니로 t저Lb이터,Qvy? 깐다","## 구글·페이스북, 중국 자본으로 데이터센터 건설?",4
ynat-v1_train_00865,"<북 혈hi이d다Aar) j전한  핵VZ올해""i화""정Y전D",,2
ynat-v1_train_00866,m8야L8러가G,"""8세 러시아 소녀, 실종""",0
ynat-v1_train_00867,KF 온-S x대Z^8` 시 음성Gc내1제b,"KF 온라인 서비스, Z세대 이용자 증가",4
ynat-v1_train_00869,비t내리면Q어u -은 g씨에도Q해수욕장 피서인파iF실,비 오는 날에도 해수욕장 피서 인파 몰려,0
ynat-v1_train_00871,"中 관영3u ""-시위O지지 )란속 NaA 개막전 중u 안 해",,6
ynat-v1_train_00872,@대통령 Jk家 의혹 계기로pD벌WBF은닉XTq정.준,"## 대통령 가족 의혹, 재산 은닉 정황 드러나",2
ynat-v1_train_00873,청By항 짙은 안6{3항공S 회9F지? 운>,"## 청바항, 항공사 회지 운항 중단?",0
ynat-v1_train_00875,I장 S소o W고 기+G-x장*비S 세운q,"## I장, S소o W고 기+G-x장*비S 세운q  ->  **I장, 새로운 비전 세우다**",4
ynat-v1_train_00877,오 부:u7P과Z천wt w@동9h[P…안b)주의,"""오 부: 주의""",0
ynat-v1_train_00879,세p P학jE  산l 모인6…한국과t영)3a 개최,"""세계 산업 모임, 한국 개최""",4
ynat-v1_train_00883,지v '은 d8버·-글}T}…교통\앱r1위i T카오 택시,"## T맵, 교통 앱 1위 굳히기",4
ynat-v1_train_00885,베I린 e하모?서 한V 오케+트o 평화염원`소리 P든다,"베를린 하모니카 오케스트라, 평화 염원 연주",0
ynat-v1_train_00887,까i5^씨x주당 1K원 분기배Fm결o,주당 1천원 배당 결정,5
ynat-v1_train_00891,$$도시가g 국제종P기Y/Z수Ae서 제출,"""도시, 국제 종합 보고서 제출""",3
ynat-v1_train_00892,"게};|한국sdc 대구사회q*,U모금회에 5억zO기부","""한국SDC 대구사회복지모금회에 5억 기부""",3
ynat-v1_train_00893,"게시판)현""미술il`I의;Fj p트r9아","## 현대미술 트렌드, 게시판에 담다",0
ynat-v1_train_00894,伊-대통Q6+ 연정 승인…콘테dz 총n에 `정1구성V권G 부여,"## 이탈리아 연정, 콘테 총리에게 정치 구성권 부여",6
ynat-v1_train_00895,그6픽 아파트 매d가격지수 변r률,## 6월 아파트 매매가격 지수 변동률,5
ynat-v1_train_00896,KTE.#o %급 대폭 +려야*$G+뒤 :객560%y증가,"##  ""급증세 지속, 560% 폭등""",0
ynat-v1_train_00898,LLx g스턴 잭 d레인키 t$MWS 우a후8 0순위.x.,"""스턴 잭, 우승 후보 1순위""",1
ynat-v1_train_00899,x정.FAM bHj1면|열렬i 환{ }x치dB q<u/<C합,##  열렬한 환영,2
ynat-v1_train_00900,"G\e령 북한\산T,N양G+니0갈라진t땅으nlp( 1U\어15","## 북한 산, 갈라진 땅",2
ynat-v1_train_00902,원숭이t7N이U;성| 아니다…r경연{이 관건,"원숭이, 경연에 참여하지 않아",4
ynat-v1_train_00903,"감| O장!K/v 김주찬<결j타로 58패 +출""삼V에!..","김주찬, 58패 타이로 삼성에 승리!",1
ynat-v1_train_00906,北김정은 당 대회 함경;도·황$북도·h선시 대표로 추[,"북한 김정은, 당 대회에 함경도·황해북도·평양 대표로 참석",2
ynat-v1_train_00909,MLB #를로} P트! W틴~ { 뉴A 메%I감독 GA,MLB 감독 교체: 뉴 A 감독 선임,1
ynat-v1_train_00911,철퇴 맞는 비트코인g중국서 출국금지y~국선7사기_ (소,"## 비트코인, 중국서 출국 금지? 7사기 의혹",5
ynat-v1_train_00912,E으l +W상태-알려f는-g서 a발I물 속 이용도Q가능,## AI 물 속 이용도 가능,4
ynat-v1_train_00916,9루 아&키}~m시 건d6+77..X축h,9회말 역전 드라마! X축 공략 성공!,6
ynat-v1_train_00917,@미안 강남 포]스트 d:약물량~aR…경쟁률 33대U1,,5
ynat-v1_train_00918,미스터 _샤인 S프로 부^…인물들 납y해,,0
ynat-v1_train_00920,v시H 축출후 수단 군부정권 이끄N 아우w는,"## 수단 군부, 쿠데타 후 정권 장악",6
ynat-v1_train_00922,그%픽 전세p급Hu 추이,"""전세 시장 추이""",5
ynat-v1_train_00923,전국?fLX천여.t어D 마을 !대역s인fF망 구e,"전국 천여 마을, 대역망 구축",4
ynat-v1_train_00924,"NP{8 북+핵실험"" o제 L축6Gt에 )한g중대zN`5",북한 핵실험 추진?,2
ynat-v1_train_00925,Po뱅크p412CE전5m주G +증…신규 =주+ 영l 협P중,"## 뱅크, P412CE 전용 5m 주차 공간 확보",5
ynat-v1_train_00929,(난해 OV은행 신용대w금리 3.2%p↓(#자 2천= 감소,"OV은행, 신용대출 금리 3.2%p 인하",5
ynat-v1_train_00930,추Q수 3h기H연1 무안타q시I 타율  .2~7,"## 추수 3경기 무안타, 타율 .277",1
ynat-v1_train_00931,"文대~령 與=지도부/2도W5원장iA만,…D청 소통 강화종X","## 문 대령, 지도부와 만나 국방부 소통 강화",2
ynat-v1_train_00932,코리아^레길 민간추진협의회 2<일 출u식,## 코리아레길 민간 추진 협의회 출범,3
ynat-v1_train_00935,北t퍼스트레이HL.V주T9개'V에 공& UI,,2
ynat-v1_train_00936,게시판 Z훈클럽신영기\^지원 C금B수Smj,Z훈클럽 신영기 지원 마감,3
