ID,text,target,cleaned_target
ynat-v1_train_01057,NEW트렌드 바람과 파도를 즐기는 또 다른 방법,1,0
ynat-v1_train_01062,"LG화학, 고강도 대책 발표",3,5
ynat-v1_train_01064,네이버·LGU 지체 장애인에 AI스피커·음원 이용권 전달,5,4
ynat-v1_train_01071,해킹 원천차단하는 양자암호통신 국가시험망 개소,1,4
ynat-v1_train_01075,이정현 골목상권 침해 정치권이 감시해야종합,6,2
ynat-v1_train_01079,증시풍향계 트럼프의 보호무역 자본시장 관점에선 개방확대,2,0
ynat-v1_train_01080,"KB국민은행 여자농구, 11일부터 시즌권 판매 시작",4,1
ynat-v1_train_01083,이야기하는 김태년과 홍익표,5,0
ynat-v1_train_01088,"미생 日e부 주최 디자인 공모전, 우수상 수상",0,3
ynat-v1_train_01090,생각하기와 걷기는 닮았다… 신간 걷기 철학자의 생각법,3,0
ynat-v1_train_01092,호날두 vs 메시 266번째 엘클라시코가 온다,5,1
ynat-v1_train_01095,"일본, 15일 출국…22일 고베 입단식",6,1
ynat-v1_train_01096,"한국, 해외 시장 확대",0,5
ynat-v1_train_01101,중부지방 21일부터 장마 영향권…내달 20일께 끝날 듯,3,0
ynat-v1_train_01103,황희찬 빅클럽 관심 월드컵서 좋은 모습 펼쳐야,5,1
ynat-v1_train_01107,아시안게임 내전 아픔 속에 16강 진출한 시리아의 위...,3,2
ynat-v1_train_01109,고3 확진자 나왔는데…부산서도 조마조마 3차 등교수업종합,2,3
ynat-v1_train_01110,7월 승률 1위 무르익는 삼성의 PS 진출 꿈,0,1
ynat-v1_train_01119,트럼프 배신 코언 의회 증언 연기…가족들 협박받아,2,6
ynat-v1_train_01124,"정부, 종합 달러 환율 안정화 방안 발표",2,5
ynat-v1_train_01126,삼성증권 LG전자 성장 방향성 재평가…목표가↑,4,5
ynat-v1_train_01128,다음달 4∼7일 첫 민화전문 아트페어 열린다,1,0
ynat-v1_train_01133,클린턴 외교책사 북핵 6자회담 재개 신중해야 u3000,3,0
ynat-v1_train_01134,美국방 시리아 북동부 일부 병력 유전 인근 잔류옵션 논의 중,5,6
ynat-v1_train_01135,유영민 미래부장관 개혁 예고…새 술은 새 부대에종합,6,2
ynat-v1_train_01139,코스닥 진입 수월해진다…자본잠식 등 상장요건 개편,0,5
ynat-v1_train_01144,"**권마다 복제되는 논문, 해결책 없나?**",3,0
ynat-v1_train_01148,18홈런 강백호 고졸 기록 넘어 신인 최다 홈런까지 겨냥,5,1
ynat-v1_train_01151,백두대간의 가을 하늘,6,0
ynat-v1_train_01155,MBC 전 계약직 아나운서들 계약만료 통보는 부당해고,4,3
ynat-v1_train_01156,남북 북미 정상회담과 한반도 평화를 논하다,5,2
ynat-v1_train_01157,"E국,  사TU{>_탓에 대신 본 cv 2D  ->  **E국,  사태로 대신 본 CV 공개**",3,6
ynat-v1_train_01158,베일HS싸인 탑I형 로봇2 평창 성화 e고 첫  a,4,0
ynat-v1_train_01165,인텔이 BMW와 개발한 자율주행차,2,4
ynat-v1_train_01166,내주날씨 화요일까지 전국에 비…주 후반 찜통더위,4,0
ynat-v1_train_01168,위민크로스DMZ 28일 남북 평화기원 걷기행사,1,3
ynat-v1_train_01169,한국인보다 한국을 더 사랑한 호모 헐버트 박사,1,0
ynat-v1_train_01172,게시판 남아공관광청 관광 워크숍 개최,2,3
ynat-v1_train_01175,네이버 이미지 검색 고도화…DB 2배 이상 확대,6,4
ynat-v1_train_01177,SKT 새 음악 플랫폼 플로 출시…AI 맞춤형 추천,1,4
ynat-v1_train_01178,"5G 가입자 경쟁 불붙어, LG V50 지원금 최대 77만원",1,4
ynat-v1_train_01179,중국 앱o개c자들 애플 갑질V r- 폭발,6,4
ynat-v1_train_01186,"A 기업, 용7협력 수주",1,5
ynat-v1_train_01187,"HDC 부동산114, 자회사 편입",6,5
ynat-v1_train_01188,중진공 중소기업 제품 간접 광고·활성화 지원,2,4
ynat-v1_train_01190,미술소식 유동훈·이제원 사진전 기억 속의 푼크툼,2,0
ynat-v1_train_01197,8만 명 탑승 가능한 R1 항공기 출시,0,4
ynat-v1_train_01206,외교부 송민순 회고록 관련 언급할 사안없어,1,6
ynat-v1_train_01209,벤투호 아시안컵 C조 최종전 상대 중국 UAE에 도착,0,1
ynat-v1_train_01210,삼성전자 갤럭시S8 체험존 방문객 160만명 넘었다,2,4
ynat-v1_train_01214,축구 용품 수집 과정의 담은 축구수집가의 비밀창고,3,0
ynat-v1_train_01216,프로농구 전망대 우울한 오빠 문경은이상민 성탄절에...,3,1
ynat-v1_train_01218,"10년 전 곰팡이 문제, 진실 밝혀지다",4,3
ynat-v1_train_01219,전세보증금 반환보증 가입 급증…전세금 받아달라 청구도↑종합,2,5
ynat-v1_train_01222,프로야구선수협 2군·저연봉선수 재활 무상 지원,3,1
ynat-v1_train_01223,통산 월드컵 4회 우승 이탈리아 축구 대재앙이 찾아왔다,0,1
ynat-v1_train_01225,"갤럭시 S10 5G, 출고가 139만 7천원 확정",5,4
ynat-v1_train_01226,r사말하는 미즈타니7사장,3,0
ynat-v1_train_01228,"디딤돌, 새로운 시대의 시작을 알리다",5,0
ynat-v1_train_01237,LH 감일지구 5공동주택용 필지 공급,5,3
ynat-v1_train_01245,"그래픽, 혁신, 성장 3% 목표",2,5
ynat-v1_train_01246,국민디자인 500원 규모 중신청 피소,3,0
ynat-v1_train_01252,충북 말복 더위 지속…강한 소나기 주의,4,0
ynat-v1_train_01262,"KB증권, 2분기 영업익 1천5억원…2.21% 증가",4,5
ynat-v1_train_01263,"지역 언론, 뉴스 제보 요청",3,2
ynat-v1_train_01268,"KBL 경기, 콘서트와 호텔 이용 증가",4,0
ynat-v1_train_01269,트럼프 이란은 거래 원한다…제재완화 여지 언급,4,6
ynat-v1_train_01270,黃 제1야당 대표로 첫 삭발 감행…조국 반대 대여투쟁 승부수종합2보,5,2
ynat-v1_train_01271,밀라노 광장 옥외광고,6,0
ynat-v1_train_01273,여야 오늘 노동 5법 담판 시도…불발시 임시국회 소집,5,2
ynat-v1_train_01276,여야 北미사일 도발 규탄…강력 제재 한목소리 주문,0,2
ynat-v1_train_01278,"유튜브 넘어선 T플릭O, 매출 급증하며 약진",4,5
ynat-v1_train_01279,평양정상회담 삼지연공항 도착한 문 대통령 내외,6,4
ynat-v1_train_01284,전북교육청 8월 14일까지 학생 운동선수 폭력피해 실태조사,6,3
ynat-v1_train_01291,전면 시행 앞둔 오픈뱅킹 재단장,2,5
ynat-v1_train_01296,"신간 '백점' 육식동물 아빠, 5G는 호기심 대상",0,4
ynat-v1_train_01298,읽어야 하지만 아무도 읽지 않는 고전…어떻게 읽을까,5,0
ynat-v1_train_01303,출연연 국내출장비 정산 실비정산→정액지급…증빙수단 간소화,6,3
ynat-v1_train_01309,삼성 갤노트9 미국 컨슈머리포트 스마트폰 평가서 1위,0,4
ynat-v1_train_01310,與내부 핵무장론 탄력…사드 배치도 다시 공론화,1,2
ynat-v1_train_01314,올림X 최종 주자에게 ^V되는 성o,1,0
ynat-v1_train_01325,예술의전당 평일 공연 저녁 7시30분으로 앞당긴다,6,0
ynat-v1_train_01326,노트르담 화재 이틀만에…휘발유 들고 美성당 침입한 남성 체포,4,6
ynat-v1_train_01328,임실군 미취학 아동에 현금 10만원 지급,2,3
ynat-v1_train_01329,힐러리 대선보도에 불만…278일만에 첫 기자회견,2,6
ynat-v1_train_01330,예우받은 사바시아 45번 단 트라우트…감동의 MLB 올스타전,4,1
ynat-v1_train_01332,SK로 이적한 강승호 LG서 좋은 모습 못 보여드려 죄송,4,1
ynat-v1_train_01334,영상 류현진 내가 홈런 친 후 팀 대량 득점 중요한...,5,0
ynat-v1_train_01344,킹 르브론 제임스 레이커스 유니폼 입는다…4년 계약,4,1
ynat-v1_train_01346,o국 초등학교 3부% 투Y 교육 시킨-,6,3
ynat-v1_train_01347,"오상, 베트남 국적 84세 여성 실종",1,6
ynat-v1_train_01348,금의환향한 류현진 추신수와 같은 팀 특별할 것 같다,5,1
ynat-v1_train_01351,로봇 손이 스마트폰 잡을 수 있도록 돕는 인공 피부 개발,6,4
ynat-v1_train_01353,뮤지컬 타이타닉 제작발표회,6,0
ynat-v1_train_01356,"네이버, 시범 서비스 개시",3,4
ynat-v1_train_01358,알함브라 궁전의 추억 무삭제 대본집 예약판매,4,0
ynat-v1_train_01361,새로운 바퀴,6,0
ynat-v1_train_01362,"KT, 멀티캠퍼스와 기가지니 서비스 'SERICEO' 론칭",1,4
ynat-v1_train_01363,서울시 미세먼지 주의보 3시간 만에 해제종합,2,4
ynat-v1_train_01364,가지 음료 상 198개 최대,3,0
ynat-v1_train_01365,한 좌석 남았습니다,2,0
ynat-v1_train_01368,게시판 KISA 이동통신 대리점 스팸방지 교육,3,4
ynat-v1_train_01371,"브렉시트, 예상치 못한 결과 초래",2,4
ynat-v1_train_01378,"3R 경제, 3판 출시 예정",2,4
ynat-v1_train_01379,괴력의 게레로 주니어 올스타 홈런 더비 신기록 세우고 4강행,0,1
ynat-v1_train_01381,정개특위 한국당 반발 속 활동기간 연장 추진,1,2
ynat-v1_train_01382,"이녹스, 1분기 영업이익 76% 감소",3,5
ynat-v1_train_01386,"한일몽골, 미세먼지 해결 위해 협력",3,6
ynat-v1_train_01388,학원비도 카톡으로…카카오페이 결제시스템 출시,0,4
ynat-v1_train_01389,20대 여성 전주서 실종…전주 여성 살해 피의자 연관 가능성종합,1,3
ynat-v1_train_01390,바이오 품목 공모전 개최,0,4
ynat-v1_train_01391,게시판 코엑스서 인공지능 기술 콘퍼런스,1,4
ynat-v1_train_01392,구글 1년 이상 구독 앱 거래 수수료 절반으로 인하종합,0,4
ynat-v1_train_01393,"아주대 정문 지{는 ""K중 전r회장(운구 차량",5,0
ynat-v1_train_01397,IC 카드단말기 미전환시 21일부터 결제 차단,6,5
ynat-v1_train_01398,휘어지는 종이 알루미늄 전지 개발…웨어러블 기기에 활용,6,4
ynat-v1_train_01399,워커 맨시티 공식 입단…英 선수 최대 이적료,4,1
ynat-v1_train_01400,北 장거리미사일 기습발사 가능성…발사대에 가림막 설치,3,0
ynat-v1_train_01402,"충북, 내일까지 50~100mm 비 예상",2,4
ynat-v1_train_01404,제주국제합창축제 개막,4,0
ynat-v1_train_01411,"KIA, 더 뉴 K9·스팅어 저금리 혜택 제공",0,4
ynat-v1_train_01413,수원 서정원 감독 권창훈 빠른 템포 적응하면 실력 보여...,6,1
ynat-v1_train_01414,인해 이룬,4,0
ynat-v1_train_01415,은성수 후보자 위기라고 하다 보면 정말 위기가 온다,3,2
ynat-v1_train_01416,남북통일농구 오늘 혼합경기로 팡파르…김정은 관전 가능성,3,1
ynat-v1_train_01422,테슬라 4분기 연속 흑자…국내 2차전지 업체 수혜 기대,6,5
ynat-v1_train_01424,전직 대법관 영장기각 항의,4,3
ynat-v1_train_01425,직원 채용에 압력 행사한 전 대구창조경제혁신센터장 집유,2,3
ynat-v1_train_01427,대통령 휴양지 저도 출입제한…정비후 내년 3월 재개방종합,4,2
ynat-v1_train_01428,국민의당 권은희 朴대통령 저격 풍자 SNS 포스터 논란,0,2
ynat-v1_train_01429,산천어축제 창작썰매 경주 진짜 이기고 싶다,3,0
ynat-v1_train_01430,거래소 ELS 상반기 상장…안정성·환금성 높인다,6,5
ynat-v1_train_01432,마크롱 G20서 트럼프와 이란 위기 해법 논의할 것,1,6
ynat-v1_train_01436,우리금융지주 한국거래소 신규 상장,2,5
ynat-v1_train_01440,에르도안 美 러시아제 S400 미사일 구매말라 강하게 압박,0,6
ynat-v1_train_01442,원자력 발전소 제조 비용 공개,5,6
ynat-v1_train_01444,"SKT, 갤럭시 A8 단독 출시",3,5
ynat-v1_train_01446,토마스 트리플더블…삼성생명 국민은행 12연승 막고 시즌 마감,6,4
ynat-v1_train_01447,美텍사스서 열기구 화재후 추락…최소 16명 사망한 듯종합,4,6
ynat-v1_train_01452,베르나르 베르베르 방한 기자간담회,1,0
ynat-v1_train_01454,출근하는 통일부 장관,1,2
ynat-v1_train_01461,신간 인공생명의 탄생,4,0
ynat-v1_train_01471,추미애 朴정부 비리조차도 창조적…불공정 한국 끝 보는 듯,0,2
ynat-v1_train_01474,현장 서울시장은 나야 나…박원순·김문수·안철수 첫 유세 장소는,0,2
ynat-v1_train_01481,온라인 명품 구매 늘었다…롯데닷컴 올해 명품 매출 25%↑,2,5
ynat-v1_train_01482,"삼성전기, 2D 기기 시장 공략",5,4
ynat-v1_train_01486,네이버 야심작 웨일 써보니…화면 분할 기능 편리,2,4
ynat-v1_train_01487,르포 궁극의 화질 LG 올레드 TV 라인 베일 벗었다,2,5
ynat-v1_train_01489,유엔 헝가리에 국경지대 난민 학대 조사 촉구,2,6
ynat-v1_train_01492,온라인 채용설명회 준비하는 국내외 인사담당자,1,3
ynat-v1_train_01496,게시판 한은 알기쉬운 경제이야기 UCC 공모전 수상작 선정,0,3
ynat-v1_train_01502,기가레인 주당 1주 무상증자 결정,6,5
ynat-v1_train_01503,美대선 낙마 워커주지사 위스콘신 경선 앞두고 크루즈 공개지지,0,6
ynat-v1_train_01505,"고노 외상, 美 무역대표와 WTO 개혁 연대 협의",5,6
ynat-v1_train_01506,이란·이라크 IS 수괴 사망 정보 확보종합,5,6
ynat-v1_train_01507,밤낮없는 무더위…강릉 30.1도 등 강원 대부분 열대야,2,0
ynat-v1_train_01510,"차량 통행 금지, 종합 안전 점검 실시",6,3
ynat-v1_train_01515,"20대 여성, 워크숍 중 1박 사망",2,3
ynat-v1_train_01522,벤투호 12일 출국…호주·우즈베크와 아시안컵 리허설,4,6
ynat-v1_train_01524,국민 10명 중 8명 혁신 기술로 일자리 줄어들 것,5,4
ynat-v1_train_01534,트럼프 中 거래 원해도 美 준비 안돼…이란 체제전환 요구안해,1,2
ynat-v1_train_01540,"래X I2TlE가입{ 케이| vV 91'월  ->  **케이월 가입, 91명 달성**",5,3
ynat-v1_train_01541,"5명의 선수, 함께라면 화해와 평화도 성큼 다가온다",2,0
ynat-v1_train_01542,일 한 번 내보자…여자축구 대표팀 지탱하는 베테랑의 힘,5,1
ynat-v1_train_01543,책과 함께 보는 영화 4편…한여름 밤의 스크린셀러 영화제,1,0
ynat-v1_train_01550,인간과 퀴즈 대결…인공지능은 어떻게 문제를 풀까,5,4
ynat-v1_train_01551,신간 나는 왜 아이디어가 궁할까·나는 습관을…,6,0
ynat-v1_train_01555,시흥시 민선 7기 일자리 10만개 창출,0,3
ynat-v1_train_01557,프로농구 kt 로건 없이도 삼성 완파…벌써 지난해 10승...,6,1
ynat-v1_train_01558,미래에셋 GS건설 내년 영업익 대폭 증가할 것,4,5
ynat-v1_train_01561,신간 삶이라는 동물원·지방도시 살생부,5,0
ynat-v1_train_01574,서울 M의 8래를 봤다,3,0
ynat-v1_train_01575,"손흥민, 과감한 돌파로 토트넘 승리 이끌어",0,1
ynat-v1_train_01578,롯데그룹 글로벌 진출 지도 바뀐다,2,5
ynat-v1_train_01579,민주 국회 보이콧 공허한 엄포 멈춰라…한국·바른미래 맹공종합,0,2
ynat-v1_train_01580,웨어러블 로봇·드론 이용한 이색 퍼포먼스 로봇나무,5,4
ynat-v1_train_01581,없어서 못 팔아요 갤럭시S10 품귀…내주 이후 공급 원활,1,4
ynat-v1_train_01582,"KBO 윈터미팅, 29~30일 개최…리그 발전 논의",6,1
ynat-v1_train_01583,"인터넷 A대, 6명 중 1명꼴로 R명C에 당첨",4,3
ynat-v1_train_01587,실종자 170명… 진실 밝혀야,6,3
ynat-v1_train_01588,이야기하는 홍준표와 김성태,4,2
ynat-v1_train_01589,유교 랩도 R군 된다,6,4
ynat-v1_train_01590,"KT, 해저 케이블 투자 확대",4,5
ynat-v1_train_01591,더민주 보수 결집용 북풍…국민의당은 정부비판 자제,6,2
ynat-v1_train_01593,오늘 밤 쇼크피하기 위한 적절한 B요,5,0
ynat-v1_train_01598,美 지난주 실업수당청구건수 26만6천건…소폭 상승,3,5
ynat-v1_train_01599,민주일반연맹 비정규직 차별철폐 공동행동,5,3
ynat-v1_train_01601,2보 코스피 상승 출발…개인 매수에 장중 1940선 회복,1,5
ynat-v1_train_01602,광주 장애인 수영대회 홍보,1,3
ynat-v1_train_01603,H조원 실_  보…라인 D로벌 기z 사냥 7망,5,0
ynat-v1_train_01605,프로배구 OK저축은행 한국전력에 셧아웃 승리…5위 도약,3,1
ynat-v1_train_01614,"LG G7 씽큐, 디스플레이 LCD 특징 공개",3,4
ynat-v1_train_01620,탈북민 하나원 교육생들 취약계층에 봉사활동,4,3
ynat-v1_train_01624,프로농구 현대모비스 수석코치에 조동현 전 kt 감독,2,1
ynat-v1_train_01631,이란 美 드론의 영공 침범 부인할 수 없는 증거 있어,5,6
ynat-v1_train_01633,호르무즈 호위연합 추진 美 외교단에 수송로 보호계획 설명,0,6
ynat-v1_train_01638,"호주 한인 극단, 이중언어 공연 호평",0,3
ynat-v1_train_01646,SK 최정 시즌 마수걸이 아치…홈런왕 3연패 시동,2,1
ynat-v1_train_01653,올해의 여기자상에 중앙일보 이유정 기자 등,5,3
ynat-v1_train_01659,보험사 대출잔액 238조원…주택담보대출 증가 전환,1,5
ynat-v1_train_01660,박철우 26점 폭발 삼성화재 OK저축은행 꺾고 3위 점프,0,4
ynat-v1_train_01665,갈루치 북미접촉 결과 차기 美행정부에 전달,4,6
ynat-v1_train_01667,"카로야, 드보 본다",4,0
ynat-v1_train_01669,안종범/崔u딩 마사지# 단골손님 9:에 명백한 오보,3,4
ynat-v1_train_01673,아시안게임 베트남과 4강전 앞둔 김학범의 승부수 한 ...,1,4
ynat-v1_train_01674,스코틀랜드 방음 공사,5,0
ynat-v1_train_01675,시원하게 쪽배축제 즐기세요,5,0
ynat-v1_train_01677,2020 하반기 해외취업 화상면접 주간 행사,1,3
ynat-v1_train_01687,SKT 설 연휴 이동 애프터서비스 센터 운영,6,3
ynat-v1_train_01688,LGU 잠실야구장에 프로야구 5G 체험존 운영,3,4
ynat-v1_train_01692,KT·SKT 나란히 국제표준 생체인증 획득종합,1,4
ynat-v1_train_01694,주말 N 여행 호남권 산정상 물 들인 철쭉의 막바지 화려한 자태,2,0
ynat-v1_train_01695,프랑스 공무원 대규모 감축목표서 후퇴…감원폭 줄이기로,6,3
ynat-v1_train_01696,신간 스피노자의 귀환·제국의 관문,3,0
ynat-v1_train_01702,연말부터 12시간 단위 데이터 로밍 가능,5,4
ynat-v1_train_01704,손안의 포켓볼 까롬을 아시나요…춘천국제레저대회 첫선,3,0
ynat-v1_train_01705,"토지거래 시장, 활기를 되찾다",3,5
ynat-v1_train_01707,SKT 미래 고객 잡는다,3,4
ynat-v1_train_01711,한수원기업은행 코로나 피해 원전협력사 대출기금 400억 조성,2,5
ynat-v1_train_01714,스트리플링 8이닝 1실점…다저스 6연패 탈출,2,1
ynat-v1_train_01718,이집트 대통령 美 방송서 이스라엘과 군사협력 인정,3,6
ynat-v1_train_01724,토트넘 포체티노 감독 컵 대회 로테이션 방침 유지 시사,2,1
ynat-v1_train_01728,"알렉사 앱, 인기 급상승",6,4
ynat-v1_train_01735,국내 과학자들 자유공모 기초연구지원 늘려야,1,3
ynat-v1_train_01737,중기부 규제자유특구 분과위원장 간담회,6,3
ynat-v1_train_01740,코트라 소비재와 부품으로 미국 시장 공략해야,2,5
ynat-v1_train_01741,오키나와 민심 달래러 간 아베…돌아가라 야유 당해종합,1,6
ynat-v1_train_01742,칠레 컨페드컵 2차전에서 젊은 독일과 11 무승부,2,1
ynat-v1_train_01749,"삼성, TN&Sk 3vP교육팀 선정",4,3
ynat-v1_train_01751,제조업·ICT 산업분야 AI융합에 초점 맞춘 차별화 전략필요,1,4
ynat-v1_train_01756,문희상 의장 취임 기자간담회,5,2
ynat-v1_train_01766,문 대통령 대한민국의 이름으로 당신을 기억합니다,5,0
ynat-v1_train_01772,조선 문신 서유구가 꼽은 명당 233곳은 어디일까,6,0
ynat-v1_train_01775,시즌 첫 골 손흥민 모든 상황 준비해 좋은 결과로 이어졌다,5,0
ynat-v1_train_01776,"LG U+, 5G SA 상용화 박차…NSA 코어 장비 연동 검증",5,4
ynat-v1_train_01777,"문재인, 우리 딸 지켜",0,2
ynat-v1_train_01781,알뜰폰 위기감 커진다…CJ헬로 사업자협회와 마찰탈퇴종합2보,3,4
ynat-v1_train_01784,영상 인니 경찰 2m 넘는 구렁이로 위협 심문…거짓말 하면 물린다,2,3
ynat-v1_train_01785,전력소모 없는 무전력 메모리 가능성 첫 규명,3,4
ynat-v1_train_01791,황총리 생활 체육시설 확충…맞춤형 프로그램 공급,6,2
ynat-v1_train_01792,현tuK수 김천웅 한국인h최초로 k스라I E체바무용단 입단,0,1
ynat-v1_train_01793,7개 신설 정보 제공,5,4
ynat-v1_train_01796,"위클리, VR 전성시대 맞아 해외 방송 그램",0,4
ynat-v1_train_01800,과기부 문재인 정부 2주년 과학기술·ICT 성과 발표,3,6
ynat-v1_train_01801,폭로전·삿대질·고성·몸싸움…막장 치닫는 바른미래당,4,2
ynat-v1_train_01802,전국 폭설·한파 동장군 맹위…교통 마비·출근길 불편,0,3
ynat-v1_train_01806,서울시 인권위 노숙인 공공일자리 축소안 철회 권고,0,3
ynat-v1_train_01807,양효진 우리 꼭 이겨야 한다고 다짐하면서 훈련 중,3,1
ynat-v1_train_01811,스캘리아 美대법관 장례식 엄수 수천명 애도…오바마 불참 논란,5,6
ynat-v1_train_01817,"50만원 입찰, 소통 프닝",6,2
ynat-v1_train_01819,홍콩 정부 사실상 계엄령 선포…시민 저항 꺾을지는 미지수,0,6
ynat-v1_train_01820,삼성 갤럭시A8 5일 출시…KT 오늘부터 예약판매,2,4
ynat-v1_train_01823,"이북 본사 사장 방한, SKB '페이스북 7대란' 입장 밝히지 않아",4,5
ynat-v1_train_01824,폭염엔 역시 얼음,3,0
ynat-v1_train_01825,朴대통령 한러 기업인에 극동협력 당부,3,2
ynat-v1_train_01830,녹색기술센터 아프리카 기니 가뭄 해결에 나선다,2,6
ynat-v1_train_01831,EU 러시아·시리아에 온건반군 공격 중단 촉구,0,6
ynat-v1_train_01832,무주서 한국사진기자협회 전북지부 보도사진전,5,3
ynat-v1_train_01839,"갤럭시 신형 폰, 내달 9일 출시 유력…가격은 100만원대",5,4
ynat-v1_train_01846,그래픽 자동차사고 과실비율 인정기준 개정 주요 내용,6,4
ynat-v1_train_01847,게시판 미래부 빅데이터 RD 심포지엄,2,4
ynat-v1_train_01850,"내주 6수 평가, 4지작업 진행",2,3
ynat-v1_train_01852,북한 노동당 제7차 대회 5월 6일 개최2보,5,2
ynat-v1_train_01853,"월세 2천만원, 진다",5,3
ynat-v1_train_01856,제21회 울산보훈대상 5개 부문 시상…경상일보 주관,4,3
ynat-v1_train_01859,LH 아파트에 지능형 스마트홈 구축한다,6,0
ynat-v1_train_01862,UAE 칼둔 행정청장 내일 방한…문 대통령·임 실장과 면담 전망종합,3,2
ynat-v1_train_01863,화웨이페이도 해외 진출…글로벌 페이 주도권 경쟁 심화,0,5
ynat-v1_train_01864,캐\다 0z인Z[한주i중 생산성 최고는 화요일,6,4
ynat-v1_train_01873,"LG전자, 스마트폰 사업 10분기 연속 적자",3,5
ynat-v1_train_01874,게시판 AWS 22일 머신러닝 온라인 콘퍼런스,2,4
ynat-v1_train_01876,中 만리장성 지키자…드론·위성 통해 밀착 감시,6,4
ynat-v1_train_01878,충북소식 도교육청 청렴 콘텐츠 공모전서 우수상,5,3
ynat-v1_train_01883,옛 인기예능 모아보자…KBS 깔깔티비 오픈,6,5
ynat-v1_train_01885,하루키 한정판·애니 너의 이름은.…새해 日소설 인기몰이,2,0
ynat-v1_train_01887,남편의 과도한 사랑에 숨 막혀…UAE서 아내 이혼청구,5,3
ynat-v1_train_01891,더민주 서영교 여파 지역위원장 심사기준 강화,5,3
ynat-v1_train_01893,다승 1위 두산 이용찬 옆구리 통증으로 1군 말소,0,1
ynat-v1_train_01895,디아이씨 종속회사 쿠팡에 전기화물차 10대 공급 계약,1,5
ynat-v1_train_01897,"L9 이노텍, 대규모 인사 이동 예상",3,5
ynat-v1_train_01900,中매체 G20 미중 정상회담 앞두고 평등한 협상이 관건,4,6
ynat-v1_train_01901,한국문화재재단 12일 장구 명인 이성진 추모 공연,3,0
ynat-v1_train_01902,국민의당靑 인사원칙 입장에 궤변…대통령 직접 해명해야,0,2
ynat-v1_train_01904,환영사$하는 문 대x령,2,0
ynat-v1_train_01905,금융위 집단대출·비은행권 가계대출 집중관리 필요,2,5
ynat-v1_train_01909,인디 게임 개발 개성·특징 담아내는 게 매력,6,4
ynat-v1_train_01910,"7대 기업, GH당 인수 경쟁 치열",2,5
ynat-v1_train_01913,"국제유가 반등, WTI 이번 주 2.2% 하락",2,5
ynat-v1_train_01914,한국방송협회장에 박정훈 SBS 사장 취임,2,3
ynat-v1_train_01922,소말리아서 미군기지 겨냥 폭탄테러…알샤바브 배후 자처종합,5,6
ynat-v1_train_01924,카카오 블록체인 플랫폼 클레이튼 6월말 정식 공개,0,4
ynat-v1_train_01927,"메리츠종금, 내년 코스피 1900~2400 예상",1,5
ynat-v1_train_01929,"드라마 재정, 강조된 책 보완 위해 필수",3,0
ynat-v1_train_01931,교양만화로 돌아온 윤태호 지적호기심 강한 시대에 맞는 만화,2,0
ynat-v1_train_01936,연합이매진 끄라비 에메랄드 빛깔의 열대 낙원,6,0
ynat-v1_train_01938,에어비앤비 만리장성에서의 하룻밤 어때요,2,0
ynat-v1_train_01940,백낙청이 말하는 더 나은 세상…회화록 6∼7권 출간,2,0
ynat-v1_train_01945,불공정 혐의 단골 기업 공정위 본부 직접 조사받는다,0,5
ynat-v1_train_01946,평가 과정 부당…구설 휘말린 AI·인간 번역 대결,1,4
ynat-v1_train_01951,코스피 상승 출발 후 외국인 매도에 하락…2360선 내줘종합,1,0
ynat-v1_train_01952,내일날씨 전국 구름 많아…아침 12∼1도 한파 이어져,4,0
ynat-v1_train_01963,만트럭버스코리아 페어 2018 기자간담회,1,4
ynat-v1_train_01968,미중 무역협상 불안에 코스피 장중 2150대 후퇴종합,6,5
ynat-v1_train_01978,불법 보관 종합 2보,4,3
ynat-v1_train_01983,네이버 뉴스 댓글 조작 의혹 경찰에 수사 의뢰,6,3
ynat-v1_train_01985,36년 만의 北 노동당 대회 5대 관전포인트,6,2
ynat-v1_train_01988,전정지 중징계,6,1
ynat-v1_train_01990,"은경, X울7HO 대표 악기 기증",0,3
ynat-v1_train_01993,"롯데 콘서트, 뜨거운 열기 속에 성황리에 마무리",1,4
ynat-v1_train_01995,이글스파크를 잡아라 대전 자치구 야구장 유치 경쟁,4,1
ynat-v1_train_01997,홍세섭 영모도부터 김환기 서예까지…정동1928아트센터 개관전,2,0
ynat-v1_train_01998,일리아스·오디세이아…쉽게 읽는 서양 고전문학,1,0
ynat-v1_train_02000,그래픽 카드 분기별 판매량 2만 2천명 순증,3,5
ynat-v1_train_02008,역사는 인간 어리석음의 기록…어리석은 선택의 반복 이유는,1,0
ynat-v1_train_02009,포스코ICT 새로운 스마트 X 솔루션 개발 추진,2,4
ynat-v1_train_02011,미국서 집값 급등,4,5
ynat-v1_train_02016,이란 인공위성 발사체 폭발 사고 자인…기술 결함,3,6
ynat-v1_train_02018,"시민 의견 반영, 복구 작업 시작",0,3
ynat-v1_train_02020,3대에 걸친 정상회담,5,2
ynat-v1_train_02023,"러시아 연루 前, 캠프 고문 원 보궐선거",6,2
ynat-v1_train_02024,美 중국과의 남중국해 영유권 분쟁국들에 공개적 대응 주문,3,6
ynat-v1_train_02031,김종민 도로공사 감독 힘에 부쳤다…2차전 걱정된다,0,1
ynat-v1_train_02034,M&A와 금융재벌: 방금 합병 발표,3,5
ynat-v1_train_02036,부활한 다르빗슈에 고무된 日 언론 사이영상 기대,2,1
