ID,target_file1,target_file2
ynat-v1_train_00901,4,1
ynat-v1_train_00934,5,0
ynat-v1_train_00940,1,0
ynat-v1_train_00943,4,2
ynat-v1_train_00985,4,3
ynat-v1_train_00996,5,0
ynat-v1_train_01005,1,5
ynat-v1_train_01027,5,1
ynat-v1_train_01059,5,3
ynat-v1_train_01060,0,5
ynat-v1_train_01064,4,5
ynat-v1_train_01092,1,5
ynat-v1_train_01101,0,3
ynat-v1_train_01110,1,0
ynat-v1_train_01112,3,6
ynat-v1_train_01168,0,1
ynat-v1_train_01177,4,1
ynat-v1_train_01178,4,1
ynat-v1_train_01196,5,0
ynat-v1_train_01207,5,4
ynat-v1_train_01209,1,0
ynat-v1_train_01210,4,2
ynat-v1_train_01232,4,1
ynat-v1_train_01330,1,4
ynat-v1_train_01382,5,3
ynat-v1_train_01397,5,6
ynat-v1_train_01402,0,2
ynat-v1_train_01438,4,6
ynat-v1_train_01444,4,3
ynat-v1_train_01463,4,3
ynat-v1_train_01487,4,2
ynat-v1_train_01505,6,5
ynat-v1_train_01528,3,0
ynat-v1_train_01555,3,0
ynat-v1_train_01575,1,0
ynat-v1_train_01582,1,6
ynat-v1_train_01601,5,1
ynat-v1_train_01615,3,5
ynat-v1_train_01618,0,3
ynat-v1_train_01621,5,4
ynat-v1_train_01639,3,1
ynat-v1_train_01649,0,3
ynat-v1_train_01660,1,0
ynat-v1_train_01677,3,1
ynat-v1_train_01688,4,3
ynat-v1_train_01692,4,1
ynat-v1_train_01707,4,3
ynat-v1_train_01729,4,5
ynat-v1_train_01744,3,0
ynat-v1_train_01763,6,2
ynat-v1_train_01788,6,0
ynat-v1_train_01800,4,3
ynat-v1_train_01820,4,2
ynat-v1_train_01828,4,5
ynat-v1_train_01844,4,6
ynat-v1_train_01852,2,5
ynat-v1_train_01855,1,4
ynat-v1_train_01871,5,0
ynat-v1_train_01873,5,3
ynat-v1_train_01874,4,2
ynat-v1_train_01913,5,2
ynat-v1_train_01914,3,2
ynat-v1_train_02009,4,2
ynat-v1_train_02139,5,3
ynat-v1_train_02140,2,3
ynat-v1_train_02160,1,5
ynat-v1_train_02179,6,1
ynat-v1_train_02193,4,5
ynat-v1_train_02195,6,2
ynat-v1_train_02223,5,0
ynat-v1_train_02224,1,0
ynat-v1_train_02231,1,4
ynat-v1_train_02244,4,6
ynat-v1_train_02248,5,0
ynat-v1_train_02289,5,1
ynat-v1_train_02299,4,0
ynat-v1_train_02311,0,1
ynat-v1_train_02323,4,2
ynat-v1_train_02345,5,6
ynat-v1_train_02356,5,6
ynat-v1_train_02360,6,0
ynat-v1_train_02369,1,4
ynat-v1_train_02383,4,0
ynat-v1_train_02408,4,3
ynat-v1_train_02419,5,4
ynat-v1_train_02421,5,3
ynat-v1_train_02427,4,2
ynat-v1_train_02430,4,5
ynat-v1_train_02448,4,5
ynat-v1_train_02452,0,6
ynat-v1_train_02456,0,3
ynat-v1_train_02465,5,1
ynat-v1_train_02490,5,4
ynat-v1_train_02491,4,5
ynat-v1_train_02494,5,2
ynat-v1_train_02511,5,4
ynat-v1_train_02513,2,3
ynat-v1_train_02515,4,0
ynat-v1_train_02539,5,0
ynat-v1_train_02546,3,4
ynat-v1_train_02551,4,1
ynat-v1_train_02561,5,0
ynat-v1_train_02588,5,4
ynat-v1_train_02590,4,3
ynat-v1_train_02599,0,2
ynat-v1_train_02672,1,0
ynat-v1_train_02674,4,2
ynat-v1_train_02695,2,1
ynat-v1_train_02730,4,5
ynat-v1_train_02747,1,0
ynat-v1_train_02770,5,1
ynat-v1_train_02790,1,3
ynat-v1_train_00573,4,1
ynat-v1_train_00577,5,3
ynat-v1_train_00927,4,5
ynat-v1_train_01751,4,1
ynat-v1_train_02067,4,3
ynat-v1_train_02300,4,5
